Geneid,SingleDST_18,SingleDST_20,SingleDST_22,Listeria_58,Listeria_61,Listeria_62,Listeria_66,Naive_11,Naive_16,Naive_38,Naive_56,Naive_82,Naive_85,Tolerant_34,Tolerant_36,Tolerant_68,Tolerant_70,Tolerant_72
ENSMUSG00000044519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072624,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2
ENSMUSG00000095493,0,0,0,0,0,0,2,0,0,0,0,0,0,35,0,0,0,0
ENSMUSG00000047441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
ENSMUSG00000115489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000958,31,4,71,143,2,1,22,68,3,114,74,172,69,3,3,2,75,37
ENSMUSG00000021950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000115101,0,2,3,1,3,1,1,5,6,4,2,7,6,62,4,3,0,3
ENSMUSG00000048337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000078126,307,278,181,115,178,238,131,300,274,240,156,120,331,195,244,324,260,242
ENSMUSG00000115673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000010406,6090,6430,4232,6098,7106,8832,6446,4529,2724,3200,1748,1744,3022,8446,8656,11052,8446,8409
ENSMUSG00000071531,2,3,2,0,1,0,6,31,0,0,0,0,0,0,2,1,1,2
ENSMUSG00000115299,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000000957,4,93,7,71,54,6,53,4,59,1,96,2,2,10,88,4,6,41
ENSMUSG00000115270,0,0,5,2,6,5,3,3,3,3,2,5,1,2,2,3,1,1
ENSMUSG00000118894,0,0,0,1,1,1,2,1,1,0,1,1,1,3,2,1,0,1
ENSMUSG00000041479,0,0,0,22,26,0,21,0,0,8,8,0,9,0,1,0,68,34
ENSMUSG00000115767,163,137,139,158,108,170,85,36,35,130,68,21,26,255,116,154,184,142
ENSMUSG00000115124,71,80,0,34,3,14,41,21,15,17,13,0,35,233,133,61,13,47
ENSMUSG00000022175,5571,9305,5691,10998,3462,5110,5171,3640,4994,6504,5633,1178,6226,8843,8101,3845,5154,9179
ENSMUSG00000041471,495,755,236,1356,895,1114,917,867,854,880,984,636,884,1028,642,945,738,1301
ENSMUSG00000115649,6,0,0,0,0,0,0,90,0,4,0,0,0,2,78,0,1,0
ENSMUSG00000115183,11,8,0,1,6,8,0,0,0,0,0,0,0,0,0,0,0,63
ENSMUSG00000115214,1,2,4,0,1,0,10,6,2,1,0,0,2,2,2,2,0,3
ENSMUSG00000022176,53,108,101,49,163,76,92,0,44,8,29,11,5,106,343,92,331,144
ENSMUSG00000021794,5068,5785,5610,6418,2901,3886,3647,5216,8069,5558,6499,5144,6932,6378,5221,2658,4382,4616
ENSMUSG00000115431,36,56,49,30,12,22,20,14,18,26,10,13,24,29,27,14,20,14
ENSMUSG00000043681,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023064,0,0,0,0,0,57,25,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000023110,2392,3246,2391,1831,1631,2365,1494,1791,4985,2163,3114,2189,3795,2246,739,1053,2745,2343
ENSMUSG00000041445,1,0,0,0,3,1,0,1,1,3,0,20,1,109,1,3,1,0
ENSMUSG00000022177,2891,3399,2059,3318,2446,2573,2516,2484,2863,2180,2285,1868,2398,2838,1854,2921,2537,2477
ENSMUSG00000022178,279,107,290,900,820,553,470,3,1,4,0,1,5,1030,856,490,369,1746
ENSMUSG00000064742,0,0,0,0,2,0,0,0,0,0,0,0,0,1,6,0,0,0
ENSMUSG00000022179,51,99,27,105,82,24,2,50,33,104,60,121,91,200,249,36,24,128
ENSMUSG00000021796,48,27,37,12,1,88,24,91,44,26,18,8,32,0,1,2,40,35
ENSMUSG00000090779,0,3,0,8,0,0,0,22,1,3,3,0,0,0,0,0,0,10
ENSMUSG00000022193,5495,5242,5938,3543,4832,6125,3173,5156,5191,3717,4148,4225,4940,4972,3738,4782,4828,3683
ENSMUSG00000076128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115582,1,2,4,1,7,1,0,5,1,1,1,0,3,5,4,0,0,4
ENSMUSG00000072423,0,1,0,3,0,1,2,2,1,1,0,0,0,0,1,5,2,1
ENSMUSG00000059674,77,27,50,19,20,96,144,16,57,143,112,35,59,25,54,3,0,200
ENSMUSG00000091306,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000021798,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,3
ENSMUSG00000021799,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
ENSMUSG00000115509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115575,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0
ENSMUSG00000115451,0,0,2,0,0,0,0,0,0,1,3,8,0,0,0,0,0,0
ENSMUSG00000115007,17,0,7,14,2,60,61,60,10,23,31,14,89,0,1,4,2,19
ENSMUSG00000041408,3209,2518,3225,1803,2377,2496,2857,4471,2877,3699,2947,2533,3540,4362,5672,2815,2888,4640
ENSMUSG00000097310,0,2,0,0,0,0,1,2,2,2,0,0,3,6,0,0,14,9
ENSMUSG00000115109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041078,0,0,0,0,0,0,0,0,1,0,0,0,0,19,2,0,0,10
ENSMUSG00000065481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115277,0,0,0,0,1,0,1,5,0,2,0,0,0,0,2,0,2,0
ENSMUSG00002076245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041068,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115375,1,2,0,0,1,0,0,1,0,2,0,0,0,0,1,0,2,2
ENSMUSG00000115274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096405,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
ENSMUSG00000114494,0,0,2,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0
ENSMUSG00000088766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114779,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000064777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002074864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022185,3508,3939,3781,2828,5494,5855,3973,4443,3004,6947,3328,2372,3543,3849,4880,5627,5407,10118
ENSMUSG00000106169,10,14,0,0,6,0,14,1,10,13,0,0,5,15,11,11,2,1
ENSMUSG00000040840,13,0,0,3,4,3,1,2,0,3,8,1,1,1,14,1,0,3
ENSMUSG00000040822,3888,3789,3160,3607,4599,5067,3551,3243,5310,3026,3338,3709,4681,4955,3911,5352,5184,2830
ENSMUSG00000114865,0,1,0,27,18,0,64,21,31,27,0,24,3,0,1,0,0,0
ENSMUSG00000052435,0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0
ENSMUSG00000022180,1,0,0,2,0,0,18,0,66,10,26,0,0,0,0,1,0,1
ENSMUSG00000115626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112858,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000086420,2,0,0,0,0,1,2,0,0,2,0,2,0,0,1,0,0,1
ENSMUSG00000057156,385,354,197,525,231,117,210,342,269,217,419,94,270,353,1105,319,171,411
ENSMUSG00000072494,95,200,170,177,136,109,126,134,123,108,83,88,104,28,20,94,170,392
ENSMUSG00000058690,2359,2395,1469,3411,2735,3077,1940,2242,3063,3136,4540,1852,3328,3931,3725,2354,3845,3978
ENSMUSG00000114739,69,96,82,34,20,45,44,68,76,55,21,22,98,56,85,51,54,64
ENSMUSG00000089682,67,84,59,34,4,52,0,63,38,2,27,0,42,34,6,15,0,4
ENSMUSG00000092232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021804,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,3,0,3
ENSMUSG00000041044,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,2
ENSMUSG00000043418,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
ENSMUSG00000021803,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ENSMUSG00000096001,0,0,26,12,0,0,33,0,0,0,7,0,0,0,0,18,3,17
ENSMUSG00000041028,12371,12625,9728,13157,11729,16843,8279,13224,16009,10038,12741,13977,14335,16587,14097,13190,13589,6015
ENSMUSG00000114675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
ENSMUSG00000114334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000114766,2,7,0,3,0,3,1,0,0,0,1,5,2,1,2,2,2,0
ENSMUSG00000114227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000114450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022194,1104,570,811,356,345,580,498,926,587,1335,463,284,535,354,684,524,619,1488
ENSMUSG00000041014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000093556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000093383,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074553,53,56,36,43,41,52,41,35,38,27,20,39,50,61,39,78,55,47
ENSMUSG00002075944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002074948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
ENSMUSG00000114862,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00002075657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
ENSMUSG00000114543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000119736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114280,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
ENSMUSG00000098169,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,4,0,2
ENSMUSG00000114933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037833,144,15,0,2,0,0,34,96,0,0,7,6,44,2,0,39,34,2
ENSMUSG00000037824,4713,6341,3108,4620,1859,3161,2142,3591,5525,3940,5888,3031,5446,4850,2826,1449,3701,3975
ENSMUSG00000022199,6,31,0,23,12,31,38,4,0,47,207,111,16,69,12,0,229,6
ENSMUSG00000022203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ENSMUSG00000040770,0,1,0,1,1,1,1,3,1,2,0,0,0,0,1,0,1,2
ENSMUSG00000040759,0,0,0,0,2,0,0,1,0,0,0,0,0,0,173,0,0,0
ENSMUSG00000115234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000021792,926,524,564,980,1014,1385,497,1029,1654,571,1311,658,1244,770,670,637,991,609
ENSMUSG00000021791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040752,0,1,0,0,0,0,0,0,0,0,2,0,0,79,3,1,2,0
ENSMUSG00000065432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097652,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0
ENSMUSG00000021795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000119656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0
ENSMUSG00000091847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079266,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
ENSMUSG00000090519,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000093833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091470,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091099,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053093,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,1,0
ENSMUSG00000090731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090889,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000094954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115610,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
ENSMUSG00000090690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
ENSMUSG00000095318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002074887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022204,7595,6643,7045,6482,7916,10487,5139,6592,9993,4656,6375,7784,7747,7383,8156,10740,11979,7488
ENSMUSG00000095113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072492,7,0,1,3,79,3,0,2,4,2,3,0,2,11,0,3,4,2
ENSMUSG00000090975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100162,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ENSMUSG00000090333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040721,565,451,674,248,163,246,205,127,158,322,219,160,113,322,1024,470,224,696
ENSMUSG00000094804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045691,58,107,82,76,58,37,24,84,145,202,339,120,161,25,0,14,36,18
ENSMUSG00000094349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090389,0,3,0,0,0,0,2,1,2,1,0,3,0,1,7,1,3,9
ENSMUSG00000115262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000090657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090634,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000115483,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
ENSMUSG00000091815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000090713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000091832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090788,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0
ENSMUSG00000115213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049235,40,16,20,18,20,14,23,30,29,20,30,25,26,31,117,32,38,25
ENSMUSG00000091990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091698,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000115272,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000115619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072601,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
